n,matrix,list,table
10,0.10664500007351307,0.021545999970840057,0.06620099998144724
50,3.339801999914016,0.1445650000277965,4.326751999997214
100,20.2499000000671,0.4374459999780811,30.592973000011625
200,174.850549000098,1.3827279999532038,398.1042279999656
300,634.3566860000465,3.7056799999390932,1354.5172560000083
500,4633.2046109999965,13.622130000044308,8361.240501999986
